Abbreviation,TeamName,GridPosition,Position,ClassifiedPosition,Status,Points,Year,Race,Round,DNFType
HUL,Kick Sauber,16.0,14.0,14,Lapped,0.0,2025,Miami Grand Prix,6,Finished
ALO,Aston Martin,17.0,15.0,15,Lapped,0.0,2025,Miami Grand Prix,6,Finished
STR,Aston Martin,18.0,16.0,16,Lapped,0.0,2025,Miami Grand Prix,6,Finished
LAW,Racing Bulls,15.0,17.0,R,Retired,0.0,2025,Miami Grand Prix,6,CarDNF
BOR,Kick Sauber,13.0,18.0,R,Retired,0.0,2025,Miami Grand Prix,6,CarDNF
BEA,Haas F1 Team,19.0,19.0,R,Retired,0.0,2025,Miami Grand Prix,6,CarDNF
DOO,Alpine,14.0,20.0,R,Retired,0.0,2025,Miami Grand Prix,6,CarDNF
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2025,Emilia Romagna Grand Prix,7,Finished
NOR,McLaren,4.0,2.0,2,Finished,18.0,2025,Emilia Romagna Grand Prix,7,Finished
PIA,McLaren,1.0,3.0,3,Finished,15.0,2025,Emilia Romagna Grand Prix,7,Finished
HAM,Ferrari,12.0,4.0,4,Finished,12.0,2025,Emilia Romagna Grand Prix,7,Finished
ALB,Williams,7.0,5.0,5,Finished,10.0,2025,Emilia Romagna Grand Prix,7,Finished
LEC,Ferrari,11.0,6.0,6,Finished,8.0,2025,Emilia Romagna Grand Prix,7,Finished
RUS,Mercedes,3.0,7.0,7,Finished,6.0,2025,Emilia Romagna Grand Prix,7,Finished
SAI,Williams,6.0,8.0,8,Finished,4.0,2025,Emilia Romagna Grand Prix,7,Finished
HAD,Racing Bulls,9.0,9.0,9,Finished,2.0,2025,Emilia Romagna Grand Prix,7,Finished
TSU,Red Bull Racing,20.0,10.0,10,Finished,1.0,2025,Emilia Romagna Grand Prix,7,Finished
ALO,Aston Martin,5.0,11.0,11,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
HUL,Kick Sauber,17.0,12.0,12,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
GAS,Alpine,10.0,13.0,13,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
LAW,Racing Bulls,15.0,14.0,14,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
STR,Aston Martin,8.0,15.0,15,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
COL,Alpine,16.0,16.0,16,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
BEA,Haas F1 Team,19.0,17.0,17,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
BOR,Kick Sauber,14.0,18.0,18,Finished,0.0,2025,Emilia Romagna Grand Prix,7,Finished
ANT,Mercedes,13.0,19.0,R,Retired,0.0,2025,Emilia Romagna Grand Prix,7,CarDNF
OCO,Haas F1 Team,18.0,20.0,R,Retired,0.0,2025,Emilia Romagna Grand Prix,7,CarDNF
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Monaco Grand Prix,8,Finished
LEC,Ferrari,2.0,2.0,2,Finished,18.0,2025,Monaco Grand Prix,8,Finished
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Monaco Grand Prix,8,Finished
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Monaco Grand Prix,8,Finished
HAM,Ferrari,7.0,5.0,5,Finished,10.0,2025,Monaco Grand Prix,8,Finished
HAD,Racing Bulls,5.0,6.0,6,Lapped,8.0,2025,Monaco Grand Prix,8,Finished
OCO,Haas F1 Team,8.0,7.0,7,Lapped,6.0,2025,Monaco Grand Prix,8,Finished
LAW,Racing Bulls,9.0,8.0,8,Lapped,4.0,2025,Monaco Grand Prix,8,Finished
ALB,Williams,10.0,9.0,9,Lapped,2.0,2025,Monaco Grand Prix,8,Finished
SAI,Williams,11.0,10.0,10,Lapped,1.0,2025,Monaco Grand Prix,8,Finished
RUS,Mercedes,14.0,11.0,11,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
BEA,Haas F1 Team,20.0,12.0,12,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
COL,Alpine,18.0,13.0,13,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
BOR,Kick Sauber,16.0,14.0,14,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
STR,Aston Martin,19.0,15.0,15,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
HUL,Kick Sauber,13.0,16.0,16,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
TSU,Red Bull Racing,12.0,17.0,17,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
ANT,Mercedes,15.0,18.0,18,Lapped,0.0,2025,Monaco Grand Prix,8,Finished
ALO,Aston Martin,6.0,19.0,R,Retired,0.0,2025,Monaco Grand Prix,8,CarDNF
GAS,Alpine,17.0,20.0,R,Retired,0.0,2025,Monaco Grand Prix,8,CarDNF
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Spanish Grand Prix,9,Finished
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Spanish Grand Prix,9,Finished
LEC,Ferrari,7.0,3.0,3,Finished,15.0,2025,Spanish Grand Prix,9,Finished
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2025,Spanish Grand Prix,9,Finished
HUL,Kick Sauber,15.0,5.0,5,Finished,10.0,2025,Spanish Grand Prix,9,Finished
HAM,Ferrari,5.0,6.0,6,Finished,8.0,2025,Spanish Grand Prix,9,Finished
HAD,Racing Bulls,9.0,7.0,7,Finished,6.0,2025,Spanish Grand Prix,9,Finished
GAS,Alpine,8.0,8.0,8,Finished,4.0,2025,Spanish Grand Prix,9,Finished
ALO,Aston Martin,10.0,9.0,9,Finished,2.0,2025,Spanish Grand Prix,9,Finished
VER,Red Bull Racing,3.0,10.0,10,Finished,1.0,2025,Spanish Grand Prix,9,Finished
LAW,Racing Bulls,13.0,11.0,11,Finished,0.0,2025,Spanish Grand Prix,9,Finished
BOR,Kick Sauber,12.0,12.0,12,Finished,0.0,2025,Spanish Grand Prix,9,Finished
TSU,Red Bull Racing,19.0,13.0,13,Finished,0.0,2025,Spanish Grand Prix,9,Finished
SAI,Williams,17.0,14.0,14,Finished,0.0,2025,Spanish Grand Prix,9,Finished
COL,Alpine,18.0,15.0,15,Finished,0.0,2025,Spanish Grand Prix,9,Finished
OCO,Haas F1 Team,16.0,16.0,16,Finished,0.0,2025,Spanish Grand Prix,9,Finished
BEA,Haas F1 Team,14.0,17.0,17,Finished,0.0,2025,Spanish Grand Prix,9,Finished
ANT,Mercedes,6.0,18.0,R,Retired,0.0,2025,Spanish Grand Prix,9,CarDNF
ALB,Williams,11.0,19.0,R,Retired,0.0,2025,Spanish Grand Prix,9,CarDNF
RUS,Mercedes,1.0,1.0,1,Finished,25.0,2025,Canadian Grand Prix,10,Finished
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2025,Canadian Grand Prix,10,Finished
ANT,Mercedes,4.0,3.0,3,Finished,15.0,2025,Canadian Grand Prix,10,Finished
PIA,McLaren,3.0,4.0,4,Finished,12.0,2025,Canadian Grand Prix,10,Finished
LEC,Ferrari,8.0,5.0,5,Finished,10.0,2025,Canadian Grand Prix,10,Finished
HAM,Ferrari,5.0,6.0,6,Finished,8.0,2025,Canadian Grand Prix,10,Finished
ALO,Aston Martin,6.0,7.0,7,Finished,6.0,2025,Canadian Grand Prix,10,Finished
HUL,Kick Sauber,11.0,8.0,8,Finished,4.0,2025,Canadian Grand Prix,10,Finished
OCO,Haas F1 Team,14.0,9.0,9,Lapped,2.0,2025,Canadian Grand Prix,10,Finished
SAI,Williams,16.0,10.0,10,Lapped,1.0,2025,Canadian Grand Prix,10,Finished
BEA,Haas F1 Team,13.0,11.0,11,Lapped,0.0,2025,Canadian Grand Prix,10,Finished
TSU,Red Bull Racing,18.0,12.0,12,Lapped,0.0,2025,Canadian Grand Prix,10,Finished
COL,Alpine,10.0,13.0,13,Lapped,0.0,2025,Canadian Grand Prix,10,Finished
BOR,Kick Sauber,15.0,14.0,14,Lapped,0.0,2025,Canadian Grand Prix,10,Finished
GAS,Alpine,20.0,15.0,15,Lapped,0.0,2025,Canadian Grand Prix,10,Finished
HAD,Racing Bulls,12.0,16.0,16,Lapped,0.0,2025,Canadian Grand Prix,10,Finished
STR,Aston Martin,17.0,17.0,17,Lapped,0.0,2025,Canadian Grand Prix,10,Finished
NOR,McLaren,7.0,18.0,18,Retired,0.0,2025,Canadian Grand Prix,10,CarDNF
LAW,Racing Bulls,19.0,19.0,R,Retired,0.0,2025,Canadian Grand Prix,10,CarDNF
ALB,Williams,9.0,20.0,R,Retired,0.0,2025,Canadian Grand Prix,10,CarDNF
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Austrian Grand Prix,11,Finished
PIA,McLaren,3.0,2.0,2,Finished,18.0,2025,Austrian Grand Prix,11,Finished
LEC,Ferrari,2.0,3.0,3,Finished,15.0,2025,Austrian Grand Prix,11,Finished
HAM,Ferrari,4.0,4.0,4,Finished,12.0,2025,Austrian Grand Prix,11,Finished
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2025,Austrian Grand Prix,11,Finished
LAW,Racing Bulls,6.0,6.0,6,Finished,8.0,2025,Austrian Grand Prix,11,Finished
ALO,Aston Martin,11.0,7.0,7,Lapped,6.0,2025,Austrian Grand Prix,11,Finished
BOR,Kick Sauber,8.0,8.0,8,Lapped,4.0,2025,Austrian Grand Prix,11,Finished
HUL,Kick Sauber,20.0,9.0,9,Lapped,2.0,2025,Austrian Grand Prix,11,Finished
OCO,Haas F1 Team,17.0,10.0,10,Lapped,1.0,2025,Austrian Grand Prix,11,Finished
BEA,Haas F1 Team,15.0,11.0,11,Lapped,0.0,2025,Austrian Grand Prix,11,Finished
HAD,Racing Bulls,13.0,12.0,12,Lapped,0.0,2025,Austrian Grand Prix,11,Finished
GAS,Alpine,10.0,13.0,13,Lapped,0.0,2025,Austrian Grand Prix,11,Finished
STR,Aston Martin,16.0,14.0,14,Lapped,0.0,2025,Austrian Grand Prix,11,Finished
COL,Alpine,14.0,15.0,15,Lapped,0.0,2025,Austrian Grand Prix,11,Finished
TSU,Red Bull Racing,18.0,16.0,16,Lapped,0.0,2025,Austrian Grand Prix,11,Finished
ALB,Williams,12.0,17.0,R,Retired,0.0,2025,Austrian Grand Prix,11,CarDNF
VER,Red Bull Racing,7.0,18.0,R,Retired,0.0,2025,Austrian Grand Prix,11,CarDNF
ANT,Mercedes,9.0,19.0,R,Retired,0.0,2025,Austrian Grand Prix,11,CarDNF
SAI,Williams,19.0,20.0,W,Did not start,0.0,2025,Austrian Grand Prix,11,CarDNF
NOR,McLaren,3.0,1.0,1,Finished,25.0,2025,British Grand Prix,12,Finished
PIA,McLaren,2.0,2.0,2,Finished,18.0,2025,British Grand Prix,12,Finished
HUL,Kick Sauber,19.0,3.0,3,Finished,15.0,2025,British Grand Prix,12,Finished
HAM,Ferrari,5.0,4.0,4,Finished,12.0,2025,British Grand Prix,12,Finished
VER,Red Bull Racing,1.0,5.0,5,Finished,10.0,2025,British Grand Prix,12,Finished
GAS,Alpine,8.0,6.0,6,Finished,8.0,2025,British Grand Prix,12,Finished
STR,Aston Martin,17.0,7.0,7,Finished,6.0,2025,British Grand Prix,12,Finished
ALB,Williams,13.0,8.0,8,Finished,4.0,2025,British Grand Prix,12,Finished
ALO,Aston Martin,7.0,9.0,9,Finished,2.0,2025,British Grand Prix,12,Finished
RUS,Mercedes,4.0,10.0,10,Finished,1.0,2025,British Grand Prix,12,Finished
BEA,Haas F1 Team,18.0,11.0,11,Finished,0.0,2025,British Grand Prix,12,Finished
SAI,Williams,9.0,12.0,12,Finished,0.0,2025,British Grand Prix,12,Finished
OCO,Haas F1 Team,14.0,13.0,13,Finished,0.0,2025,British Grand Prix,12,Finished
LEC,Ferrari,6.0,14.0,14,Finished,0.0,2025,British Grand Prix,12,Finished
TSU,Red Bull Racing,11.0,15.0,15,Lapped,0.0,2025,British Grand Prix,12,Finished
ANT,Mercedes,10.0,16.0,R,Retired,0.0,2025,British Grand Prix,12,CarDNF
HAD,Racing Bulls,12.0,17.0,R,Retired,0.0,2025,British Grand Prix,12,CarDNF
BOR,Kick Sauber,16.0,18.0,R,Retired,0.0,2025,British Grand Prix,12,CarDNF
LAW,Racing Bulls,15.0,19.0,R,Retired,0.0,2025,British Grand Prix,12,CarDNF
COL,Alpine,20.0,20.0,W,Did not start,0.0,2025,British Grand Prix,12,CarDNF
PIA,McLaren,2.0,1.0,1,Finished,25.0,2025,Belgian Grand Prix,13,Finished
NOR,McLaren,1.0,2.0,2,Finished,18.0,2025,Belgian Grand Prix,13,Finished
LEC,Ferrari,3.0,3.0,3,Finished,15.0,2025,Belgian Grand Prix,13,Finished
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Belgian Grand Prix,13,Finished
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2025,Belgian Grand Prix,13,Finished
ALB,Williams,5.0,6.0,6,Finished,8.0,2025,Belgian Grand Prix,13,Finished
HAM,Ferrari,18.0,7.0,7,Finished,6.0,2025,Belgian Grand Prix,13,Finished
LAW,Racing Bulls,9.0,8.0,8,Finished,4.0,2025,Belgian Grand Prix,13,Finished
BOR,Kick Sauber,10.0,9.0,9,Finished,2.0,2025,Belgian Grand Prix,13,Finished
GAS,Alpine,13.0,10.0,10,Finished,1.0,2025,Belgian Grand Prix,13,Finished
BEA,Haas F1 Team,12.0,11.0,11,Finished,0.0,2025,Belgian Grand Prix,13,Finished
HUL,Kick Sauber,14.0,12.0,12,Finished,0.0,2025,Belgian Grand Prix,13,Finished
TSU,Red Bull Racing,7.0,13.0,13,Finished,0.0,2025,Belgian Grand Prix,13,Finished
STR,Aston Martin,16.0,14.0,14,Finished,0.0,2025,Belgian Grand Prix,13,Finished
OCO,Haas F1 Team,11.0,15.0,15,Finished,0.0,2025,Belgian Grand Prix,13,Finished
ANT,Mercedes,19.0,16.0,16,Finished,0.0,2025,Belgian Grand Prix,13,Finished
ALO,Aston Martin,20.0,17.0,17,Finished,0.0,2025,Belgian Grand Prix,13,Finished
SAI,Williams,17.0,18.0,18,Finished,0.0,2025,Belgian Grand Prix,13,Finished
COL,Alpine,15.0,19.0,19,Finished,0.0,2025,Belgian Grand Prix,13,Finished
HAD,Racing Bulls,8.0,20.0,20,Lapped,0.0,2025,Belgian Grand Prix,13,Finished
NOR,McLaren,3.0,1.0,1,Finished,25.0,2025,Hungarian Grand Prix,14,Finished
PIA,McLaren,2.0,2.0,2,Finished,18.0,2025,Hungarian Grand Prix,14,Finished
RUS,Mercedes,4.0,3.0,3,Finished,15.0,2025,Hungarian Grand Prix,14,Finished
LEC,Ferrari,1.0,4.0,4,Finished,12.0,2025,Hungarian Grand Prix,14,Finished
ALO,Aston Martin,5.0,5.0,5,Finished,10.0,2025,Hungarian Grand Prix,14,Finished
BOR,Kick Sauber,7.0,6.0,6,Finished,8.0,2025,Hungarian Grand Prix,14,Finished
STR,Aston Martin,6.0,7.0,7,Finished,6.0,2025,Hungarian Grand Prix,14,Finished
LAW,Racing Bulls,9.0,8.0,8,Finished,4.0,2025,Hungarian Grand Prix,14,Finished
VER,Red Bull Racing,8.0,9.0,9,Finished,2.0,2025,Hungarian Grand Prix,14,Finished
ANT,Mercedes,15.0,10.0,10,Lapped,1.0,2025,Hungarian Grand Prix,14,Finished
HAD,Racing Bulls,10.0,11.0,11,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
HAM,Ferrari,12.0,12.0,12,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
HUL,Kick Sauber,18.0,13.0,13,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
SAI,Williams,13.0,14.0,14,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
ALB,Williams,19.0,15.0,15,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
OCO,Haas F1 Team,17.0,16.0,16,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
TSU,Red Bull Racing,20.0,17.0,17,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
COL,Alpine,14.0,18.0,18,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
GAS,Alpine,16.0,19.0,19,Lapped,0.0,2025,Hungarian Grand Prix,14,Finished
BEA,Haas F1 Team,11.0,20.0,R,Retired,0.0,2025,Hungarian Grand Prix,14,CarDNF
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Dutch Grand Prix,15,Finished
VER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2025,Dutch Grand Prix,15,Finished
HAD,Racing Bulls,4.0,3.0,3,Finished,15.0,2025,Dutch Grand Prix,15,Finished
RUS,Mercedes,5.0,4.0,4,Finished,12.0,2025,Dutch Grand Prix,15,Finished
ALB,Williams,15.0,5.0,5,Finished,10.0,2025,Dutch Grand Prix,15,Finished
BEA,Haas F1 Team,20.0,6.0,6,Finished,8.0,2025,Dutch Grand Prix,15,Finished
STR,Aston Martin,19.0,7.0,7,Finished,6.0,2025,Dutch Grand Prix,15,Finished
ALO,Aston Martin,10.0,8.0,8,Finished,4.0,2025,Dutch Grand Prix,15,Finished
TSU,Red Bull Racing,12.0,9.0,9,Finished,2.0,2025,Dutch Grand Prix,15,Finished
OCO,Haas F1 Team,18.0,10.0,10,Finished,1.0,2025,Dutch Grand Prix,15,Finished
COL,Alpine,16.0,11.0,11,Finished,0.0,2025,Dutch Grand Prix,15,Finished
LAW,Racing Bulls,8.0,12.0,12,Finished,0.0,2025,Dutch Grand Prix,15,Finished
SAI,Williams,9.0,13.0,13,Finished,0.0,2025,Dutch Grand Prix,15,Finished
HUL,Kick Sauber,17.0,14.0,14,Finished,0.0,2025,Dutch Grand Prix,15,Finished
BOR,Kick Sauber,13.0,15.0,15,Finished,0.0,2025,Dutch Grand Prix,15,Finished
ANT,Mercedes,11.0,16.0,16,Finished,0.0,2025,Dutch Grand Prix,15,Finished
GAS,Alpine,14.0,17.0,17,Finished,0.0,2025,Dutch Grand Prix,15,Finished
NOR,McLaren,2.0,18.0,18,Retired,0.0,2025,Dutch Grand Prix,15,CarDNF
LEC,Ferrari,6.0,19.0,R,Retired,0.0,2025,Dutch Grand Prix,15,CarDNF
HAM,Ferrari,7.0,20.0,R,Retired,0.0,2025,Dutch Grand Prix,15,CarDNF
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Italian Grand Prix,16,Finished
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Italian Grand Prix,16,Finished
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Italian Grand Prix,16,Finished
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2025,Italian Grand Prix,16,Finished
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2025,Italian Grand Prix,16,Finished
HAM,Ferrari,10.0,6.0,6,Finished,8.0,2025,Italian Grand Prix,16,Finished
ALB,Williams,14.0,7.0,7,Finished,6.0,2025,Italian Grand Prix,16,Finished
BOR,Kick Sauber,7.0,8.0,8,Finished,4.0,2025,Italian Grand Prix,16,Finished
ANT,Mercedes,6.0,9.0,9,Finished,2.0,2025,Italian Grand Prix,16,Finished
HAD,Racing Bulls,19.0,10.0,10,Finished,1.0,2025,Italian Grand Prix,16,Finished
SAI,Williams,13.0,11.0,11,Finished,0.0,2025,Italian Grand Prix,16,Finished
BEA,Haas F1 Team,11.0,12.0,12,Finished,0.0,2025,Italian Grand Prix,16,Finished
TSU,Red Bull Racing,9.0,13.0,13,Finished,0.0,2025,Italian Grand Prix,16,Finished
LAW,Racing Bulls,18.0,14.0,14,Finished,0.0,2025,Italian Grand Prix,16,Finished
OCO,Haas F1 Team,15.0,15.0,15,Lapped,0.0,2025,Italian Grand Prix,16,Finished
GAS,Alpine,20.0,16.0,16,Lapped,0.0,2025,Italian Grand Prix,16,Finished
COL,Alpine,17.0,17.0,17,Lapped,0.0,2025,Italian Grand Prix,16,Finished
STR,Aston Martin,16.0,18.0,18,Lapped,0.0,2025,Italian Grand Prix,16,Finished
ALO,Aston Martin,8.0,19.0,R,Retired,0.0,2025,Italian Grand Prix,16,CarDNF
HUL,Kick Sauber,12.0,20.0,W,Did not start,0.0,2025,Italian Grand Prix,16,CarDNF
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Azerbaijan Grand Prix,17,Finished
RUS,Mercedes,5.0,2.0,2,Finished,18.0,2025,Azerbaijan Grand Prix,17,Finished
SAI,Williams,2.0,3.0,3,Finished,15.0,2025,Azerbaijan Grand Prix,17,Finished
ANT,Mercedes,4.0,4.0,4,Finished,12.0,2025,Azerbaijan Grand Prix,17,Finished
LAW,Racing Bulls,3.0,5.0,5,Finished,10.0,2025,Azerbaijan Grand Prix,17,Finished
TSU,Red Bull Racing,6.0,6.0,6,Finished,8.0,2025,Azerbaijan Grand Prix,17,Finished
NOR,McLaren,7.0,7.0,7,Finished,6.0,2025,Azerbaijan Grand Prix,17,Finished
HAM,Ferrari,12.0,8.0,8,Finished,4.0,2025,Azerbaijan Grand Prix,17,Finished
LEC,Ferrari,10.0,9.0,9,Finished,2.0,2025,Azerbaijan Grand Prix,17,Finished
HAD,Racing Bulls,8.0,10.0,10,Finished,1.0,2025,Azerbaijan Grand Prix,17,Finished
BOR,Kick Sauber,13.0,11.0,11,Finished,0.0,2025,Azerbaijan Grand Prix,17,Finished
BEA,Haas F1 Team,15.0,12.0,12,Finished,0.0,2025,Azerbaijan Grand Prix,17,Finished
ALB,Williams,19.0,13.0,13,Finished,0.0,2025,Azerbaijan Grand Prix,17,Finished
OCO,Haas F1 Team,20.0,14.0,14,Finished,0.0,2025,Azerbaijan Grand Prix,17,Finished
ALO,Aston Martin,11.0,15.0,15,Finished,0.0,2025,Azerbaijan Grand Prix,17,Finished
HUL,Kick Sauber,17.0,16.0,16,Finished,0.0,2025,Azerbaijan Grand Prix,17,Finished
STR,Aston Martin,14.0,17.0,17,Finished,0.0,2025,Azerbaijan Grand Prix,17,Finished
GAS,Alpine,18.0,18.0,18,Lapped,0.0,2025,Azerbaijan Grand Prix,17,Finished
COL,Alpine,16.0,19.0,19,Lapped,0.0,2025,Azerbaijan Grand Prix,17,Finished
PIA,McLaren,9.0,20.0,R,Retired,0.0,2025,Azerbaijan Grand Prix,17,CarDNF
RUS,Mercedes,1.0,1.0,1,Finished,25.0,2025,Singapore Grand Prix,18,Finished
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2025,Singapore Grand Prix,18,Finished
NOR,McLaren,5.0,3.0,3,Finished,15.0,2025,Singapore Grand Prix,18,Finished
PIA,McLaren,3.0,4.0,4,Finished,12.0,2025,Singapore Grand Prix,18,Finished
ANT,Mercedes,4.0,5.0,5,Finished,10.0,2025,Singapore Grand Prix,18,Finished
LEC,Ferrari,7.0,6.0,6,Finished,8.0,2025,Singapore Grand Prix,18,Finished
ALO,Aston Martin,10.0,7.0,7,Finished,6.0,2025,Singapore Grand Prix,18,Finished
HAM,Ferrari,6.0,8.0,8,Finished,4.0,2025,Singapore Grand Prix,18,Finished
BEA,Haas F1 Team,9.0,9.0,9,Finished,2.0,2025,Singapore Grand Prix,18,Finished
SAI,Williams,18.0,10.0,10,Lapped,1.0,2025,Singapore Grand Prix,18,Finished
HAD,Racing Bulls,8.0,11.0,11,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
TSU,Red Bull Racing,13.0,12.0,12,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
STR,Aston Martin,15.0,13.0,13,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
ALB,Williams,20.0,14.0,14,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
LAW,Racing Bulls,12.0,15.0,15,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
COL,Alpine,16.0,16.0,16,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
BOR,Kick Sauber,14.0,17.0,17,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
OCO,Haas F1 Team,17.0,18.0,18,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
GAS,Alpine,19.0,19.0,19,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
HUL,Kick Sauber,11.0,20.0,20,Lapped,0.0,2025,Singapore Grand Prix,18,Finished
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,United States Grand Prix,19,Finished
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,United States Grand Prix,19,Finished
LEC,Ferrari,3.0,3.0,3,Finished,15.0,2025,United States Grand Prix,19,Finished
HAM,Ferrari,5.0,4.0,4,Finished,12.0,2025,United States Grand Prix,19,Finished
PIA,McLaren,6.0,5.0,5,Finished,10.0,2025,United States Grand Prix,19,Finished
RUS,Mercedes,4.0,6.0,6,Finished,8.0,2025,United States Grand Prix,19,Finished
TSU,Red Bull Racing,13.0,7.0,7,Finished,6.0,2025,United States Grand Prix,19,Finished
HUL,Kick Sauber,11.0,8.0,8,Finished,4.0,2025,United States Grand Prix,19,Finished
BEA,Haas F1 Team,8.0,9.0,9,Finished,2.0,2025,United States Grand Prix,19,Finished
ALO,Aston Martin,10.0,10.0,10,Finished,1.0,2025,United States Grand Prix,19,Finished
LAW,Racing Bulls,12.0,11.0,11,Finished,0.0,2025,United States Grand Prix,19,Finished
STR,Aston Martin,19.0,12.0,12,Finished,0.0,2025,United States Grand Prix,19,Finished
ANT,Mercedes,7.0,13.0,13,Finished,0.0,2025,United States Grand Prix,19,Finished
ALB,Williams,18.0,14.0,14,Finished,0.0,2025,United States Grand Prix,19,Finished
OCO,Haas F1 Team,17.0,15.0,15,Finished,0.0,2025,United States Grand Prix,19,Finished
HAD,Racing Bulls,20.0,16.0,16,Finished,0.0,2025,United States Grand Prix,19,Finished
COL,Alpine,15.0,17.0,17,Lapped,0.0,2025,United States Grand Prix,19,Finished
BOR,Kick Sauber,16.0,18.0,18,Lapped,0.0,2025,United States Grand Prix,19,Finished
GAS,Alpine,14.0,19.0,19,Lapped,0.0,2025,United States Grand Prix,19,Finished
SAI,Williams,9.0,20.0,R,Retired,0.0,2025,United States Grand Prix,19,CarDNF
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Mexico City Grand Prix,20,Finished
LEC,Ferrari,2.0,2.0,2,Finished,18.0,2025,Mexico City Grand Prix,20,Finished
VER,Red Bull Racing,5.0,3.0,3,Finished,15.0,2025,Mexico City Grand Prix,20,Finished
BEA,Haas F1 Team,9.0,4.0,4,Finished,12.0,2025,Mexico City Grand Prix,20,Finished
PIA,McLaren,7.0,5.0,5,Finished,10.0,2025,Mexico City Grand Prix,20,Finished
ANT,Mercedes,6.0,6.0,6,Finished,8.0,2025,Mexico City Grand Prix,20,Finished
RUS,Mercedes,4.0,7.0,7,Finished,6.0,2025,Mexico City Grand Prix,20,Finished
HAM,Ferrari,3.0,8.0,8,Finished,4.0,2025,Mexico City Grand Prix,20,Finished
OCO,Haas F1 Team,11.0,9.0,9,Finished,2.0,2025,Mexico City Grand Prix,20,Finished
BOR,Kick Sauber,16.0,10.0,10,Finished,1.0,2025,Mexico City Grand Prix,20,Finished
TSU,Red Bull Racing,10.0,11.0,11,Finished,0.0,2025,Mexico City Grand Prix,20,Finished
ALB,Williams,17.0,12.0,12,Lapped,0.0,2025,Mexico City Grand Prix,20,Finished
HAD,Racing Bulls,8.0,13.0,13,Lapped,0.0,2025,Mexico City Grand Prix,20,Finished
STR,Aston Martin,19.0,14.0,14,Lapped,0.0,2025,Mexico City Grand Prix,20,Finished
GAS,Alpine,18.0,15.0,15,Lapped,0.0,2025,Mexico City Grand Prix,20,Finished
COL,Alpine,20.0,16.0,16,Lapped,0.0,2025,Mexico City Grand Prix,20,Finished
SAI,Williams,12.0,17.0,17,Retired,0.0,2025,Mexico City Grand Prix,20,CarDNF
